Entry,Entry.Name,Protein.names,Reviewed,ComplexPortal,OrthoDB
Q8BRK8,AAPK2_MOUSE,5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31),reviewed,CPX-5851;CPX-5852;CPX-5854;CPX-5857;CPX-5858;CPX-5859;,193931at2759;
Q8CGY8,OGT1_MOUSE,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT),reviewed,CPX-3441;CPX-875;,9991317at2759;
Q8K2B3,SDHA_MOUSE,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp) (Malate dehydrogenase [quinone] flavoprotein subunit) (EC 1.1.5.-)",reviewed,CPX-562;,71672at2759;
Q8K3J1,NDUS8_MOUSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit)",reviewed,CPX-266;,204405at2759;
Q8R2R9,AP3M2_MOUSE,AP-3 complex subunit mu-2 (Adaptor-related protein complex 3 subunit mu-2) (Clathrin assembly protein assembly protein complex 3 mu-2 medium chain) (Clathrin coat assembly protein AP47 homolog 2) (Clathrin coat-associated protein AP47 homolog 2) (Golgi adaptor AP-1 47 kDa protein homolog 2) (HA1 47 kDa subunit homolog 2) (Mu3B-adaptin) (m3B) (P47B),reviewed,CPX-5147;CPX-5148;,870at2759;
Q99JR8,SMRD2_MOUSE,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 (60 kDa BRG-1/Brm-associated factor subunit B) (BRG1-associated factor 60B) (BAF60B),reviewed,CPX-1232;CPX-1233;CPX-1234;CPX-1235;CPX-1236;CPX-1237;CPX-1238;CPX-1239;CPX-1240;CPX-1241;CPX-1242;CPX-1243;CPX-1244;CPX-1245;CPX-1246;CPX-1247;CPX-1248;CPX-1250;CPX-1261;CPX-1262;CPX-1263;CPX-1264;,10263741at2759;
Q9EPB4,ASC_MOUSE,Apoptosis-associated speck-like protein containing a CARD (mASC) (PYD and CARD domain-containing protein),reviewed,CPX-4241;CPX-4243;CPX-4244;,10058437at2759;
Q9JIH2,NUP50_MOUSE,Nuclear pore complex protein Nup50 (50 kDa nucleoporin) (Nuclear pore-associated protein 60 kDa-like) (Nucleoporin Nup50),reviewed,CPX-4474;,10062131at2759;
Q9R190,MTA2_MOUSE,Metastasis-associated protein MTA2 (Metastasis-associated 1-like 1),reviewed,CPX-953;CPX-954;,2193595at2759;
Q9Z2N8,ACL6A_MOUSE,Actin-like protein 6A (53 kDa BRG1-associated factor A) (Actin-related protein Baf53a) (BRG1-associated factor 53A) (BAF53A),reviewed,CPX-1232;CPX-1233;CPX-1234;CPX-1235;CPX-1240;CPX-1241;CPX-1242;CPX-1243;CPX-1248;CPX-1251;CPX-1252;CPX-1253;CPX-1254;CPX-1255;CPX-4202;CPX-4204;CPX-4221;CPX-4222;CPX-878;CPX-976;CPX-990;,5132116at2759;
O08712,TR11B_MOUSE,Tumor necrosis factor receptor superfamily member 11B (Osteoclastogenesis inhibitory factor) (Osteoprotegerin),reviewed,CPX-4763;,8710478at2759;
O35350,CAN1_MOUSE,Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Micromolar-calpain) (muCANP),reviewed,CPX-4304;,424753at2759;
P06683,CO9_MOUSE,Complement component C9,reviewed,CPX-6202;,10037824at2759;
P07742,RIR1_MOUSE,Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit),reviewed,CPX-370;CPX-371;,3000483at2759;
P25206,MCM3_MOUSE,DNA replication licensing factor MCM3 (EC 3.6.4.12) (DNA polymerase alpha holoenzyme-associated protein P1) (P1-MCM3),reviewed,CPX-2941;,1882346at2759;
P27773,PDIA3_MOUSE,Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Endoplasmic reticulum resident protein 60) (ER protein 60) (ERp60),reviewed,CPX-531;,427280at2759;
P33609,DPOLA_MOUSE,DNA polymerase alpha catalytic subunit (EC 2.7.7.7) (DNA polymerase alpha catalytic subunit p180),reviewed,CPX-2088;,6755010at2759;
P35439,NMDZ1_RAT,"Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1)",reviewed,CPX-283;CPX-284;CPX-287;CPX-288;CPX-295;,5984008at2759;
P35456,UPAR_MOUSE,Urokinase plasminogen activator surface receptor (U-PAR) (uPAR) (CD antigen CD87),reviewed,CPX-510;CPX-526;,5945173at2759;
P35486,ODPA_MOUSE,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)",reviewed,CPX-377;,10256198at2759;
P35561,KCNJ2_MOUSE,"Inward rectifier potassium channel 2 (Inward rectifier K(+) channel Kir2.1) (IRK-1) (Potassium channel, inwardly rectifying subfamily J member 2)",reviewed,CPX-3068;,273257at2759;
P42582,NKX25_MOUSE,Homeobox protein Nkx-2.5 (Cardiac-specific homeobox) (Homeobox protein CSX) (Homeobox protein NK-2 homolog E),reviewed,CPX-72;,6159439at2759;
P47962,RL5_MOUSE,Large ribosomal subunit protein uL18 (60S ribosomal protein L5),reviewed,CPX-5262;CPX-7662;CPX-7663;,9577612at2759;
P61514,RL37A_MOUSE,Large ribosomal subunit protein eL43 (60S ribosomal protein L37a),reviewed,CPX-5262;CPX-7662;CPX-7663;,10258345at2759;
P62264,RS14_MOUSE,Small ribosomal subunit protein uS11 (40S ribosomal protein S14),reviewed,CPX-5261;,1677536at2759;
P62281,RS11_MOUSE,Small ribosomal subunit protein uS17 (40S ribosomal protein S11),reviewed,CPX-5261;,10254436at2759;
P97496,SMRC1_MOUSE,SWI/SNF complex subunit SMARCC1 (BRG1-associated factor 155) (SWI/SNF complex 155 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1) (SWI3-related protein) (BAF155),reviewed,CPX-1232;CPX-1233;CPX-1234;CPX-1235;CPX-1236;CPX-1237;CPX-1238;CPX-1239;CPX-1240;CPX-1241;CPX-1242;CPX-1243;CPX-1244;CPX-1245;CPX-1246;CPX-1247;CPX-1248;CPX-1250;CPX-1251;CPX-1252;CPX-1253;CPX-1254;CPX-1255;CPX-1256;CPX-1257;CPX-1258;CPX-1259;CPX-4202;CPX-4204;CPX-4221;CPX-4222;CPX-4227;CPX-4228;CPX-4229;CPX-4230;,65313at9989;
P97929,BRCA2_MOUSE,Breast cancer type 2 susceptibility protein homolog (Fanconi anemia group D1 protein homolog),reviewed,CPX-972;,21095at2759;
P98086,C1QA_MOUSE,Complement C1q subcomponent subunit A,reviewed,CPX-4981;,6343173at2759;
P99028,QCR6_MOUSE,"Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6) (Complex III subunit VIII) (Cytochrome c1 non-heme 11 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c reductase complex 11 kDa protein)",reviewed,CPX-563;,405848at2759;
Q00899,TYY1_MOUSE,Transcriptional repressor protein YY1 (Delta transcription factor) (NF-E1) (UCR-motif DNA-binding protein) (Yin and yang 1) (YY-1),reviewed,CPX-878;,10264072at2759;
Q02788,CO6A2_MOUSE,Collagen alpha-2(VI) chain,reviewed,CPX-2965;,9944853at2759;
Q08297,RAD51_MOUSE,DNA repair protein RAD51 homolog 1 (RAD51 homolog A),reviewed,CPX-972;,10251254at2759;
Q60972,RBBP4_MOUSE,Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48),reviewed,CPX-3441;CPX-3443;CPX-3444;CPX-570;CPX-694;CPX-953;CPX-954;,427795at2759;
Q61160,FADD_MOUSE,FAS-associated death domain protein (FAS-associating death domain-containing protein) (Mediator of receptor induced toxicity),reviewed,CPX-1914;,100767at2759;
Q62311,TAF6_MOUSE,Transcription initiation factor TFIID subunit 6 (Transcription initiation factor TFIID 70 kDa subunit) (TAF(II)70) (TAFII-70) (TAFII70) (Transcription initiation factor TFIID 80 kDa subunit) (TAF(II)80) (TAFII-80) (TAFII80) (p80),reviewed,CPX-916;CPX-932;CPX-959;,361039at2759;
Q63810,CANB1_MOUSE,Calcineurin subunit B type 1 (Protein phosphatase 2B regulatory subunit 1) (Protein phosphatase 3 regulatory subunit B alpha isoform 1),reviewed,CPX-1006;CPX-1007;CPX-1010;CPX-1011;CPX-1113;CPX-881;,191686at2759;
Q6NZJ6,IF4G1_MOUSE,Eukaryotic translation initiation factor 4 gamma 1 (eIF-4-gamma 1) (eIF-4G 1) (eIF-4G1),reviewed,CPX-5862;CPX-5863;,514777at2759;
Q6ZWN5,RS9_MOUSE,Small ribosomal subunit protein uS4 (40S ribosomal protein S9),reviewed,CPX-5261;,1697570at2759;
Q80W65,PCSK9_MOUSE,Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9),reviewed,CPX-129;CPX-141;,206201at2759;
Q8BUN5,SMAD3_MOUSE,Mothers against decapentaplegic homolog 3 (MAD homolog 3) (Mad3) (Mothers against DPP homolog 3) (mMad3) (SMAD family member 3) (SMAD 3) (Smad3),reviewed,CPX-10;CPX-14;CPX-3286;,5794312at2759;
Q8CG47,SMC4_MOUSE,Structural maintenance of chromosomes protein 4 (SMC protein 4) (SMC-4) (Chromosome-associated polypeptide C) (XCAP-C homolog),reviewed,CPX-980;CPX-986;,5575062at2759;
Q8JZS0,LIN7A_MOUSE,Protein lin-7 homolog A (Lin-7A) (mLin-7) (Mammalian lin-seven protein 1) (MALS-1) (Vertebrate lin-7 homolog 1) (Veli-1),reviewed,CPX-7741;,10056216at2759;
Q91VJ1,AIM2_MOUSE,Interferon-inducible protein AIM2 (Interferon-inducible protein 210) (Ifi-210) (Interferon-inducible protein p210),reviewed,CPX-4243;,10058437at2759;
Q91ZW3,SMCA5_MOUSE,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (mSnf2h),reviewed,CPX-1133;CPX-424;CPX-444;CPX-463;CPX-841;CPX-858;,5857104at2759;
Q9CR21,ACPM_MOUSE,"Acyl carrier protein, mitochondrial (ACP) (CI-SDAP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)",reviewed,CPX-266;CPX-5823;,448946at2759;
Q9CR68,UCRI_MOUSE,"Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein) (RISP) (Rieske protein UQCRFS1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 9 (Su9) (Subunit 9) (8 kDa subunit 9) (Complex III subunit IX) (Cytochrome b-c1 complex subunit 11) (UQCRFS1 mitochondrial targeting sequence) (UQCRFS1 MTS) (Ubiquinol-cytochrome c reductase 8 kDa protein)]",reviewed,CPX-563;,1637982at2759;
Q9CZ13,QCR1_MOUSE,"Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)",reviewed,CPX-563;,10251424at2759;
Q9CZM2,RL15_MOUSE,Large ribosomal subunit protein eL15 (60S ribosomal protein L15),reviewed,CPX-5262;CPX-7662;CPX-7663;,10255148at2759;
Q9D1R9,RL34_MOUSE,Large ribosomal subunit protein eL34 (60S ribosomal protein L34),reviewed,CPX-5262;CPX-7662;CPX-7663;,277449at2759;
Q9D6R2,IDH3A_MOUSE,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit alpha) (NAD(+)-specific ICDH subunit alpha)",reviewed,CPX-556;,5477at9989;
Q9DCT2,NDUS3_MOUSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)",reviewed,CPX-266;,37721at2759;
Q9R0G6,COMP_MOUSE,Cartilage oligomeric matrix protein (COMP),reviewed,CPX-3026;,14563at2759;
Q9Z1T1,AP3B1_MOUSE,AP-3 complex subunit beta-1 (Adaptor protein complex AP-3 subunit beta-1) (Adaptor-related protein complex 3 subunit beta-1) (Beta-3A-adaptin) (Clathrin assembly protein complex 3 beta-1 large chain),reviewed,CPX-5145;CPX-5146;,302453at2759;
Q9Z2D8,MBD3_MOUSE,Methyl-CpG-binding domain protein 3 (Methyl-CpG-binding protein MBD3),reviewed,CPX-954;,10072024at2759;
Q9Z2E1,MBD2_MOUSE,Methyl-CpG-binding domain protein 2 (Methyl-CpG-binding protein MBD2),reviewed,CPX-953;,10072024at2759;
P02457,CO1A1_CHICK,Collagen alpha-1(I) chain (Alpha-1 type I collagen),reviewed,CPX-3102;,8939548at2759;
O54890,ITB3_MOUSE,Integrin beta-3 (Platelet membrane glycoprotein IIIa) (GPIIIa) (CD antigen CD61),reviewed,CPX-3035;CPX-3116;,410592at2759;
O88703,HCN2_MOUSE,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 (Brain cyclic nucleotide-gated channel 2) (BCNG-2) (Hyperpolarization-activated cation channel 1) (HAC-1),reviewed,CPX-142;,421226at2759;
P06684,CO5_MOUSE,Complement C5 (Hemolytic complement) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain],reviewed,CPX-6202;,6359008at2759;
P10493,NID1_MOUSE,Nidogen-1 (NID-1) (Entactin),reviewed,CPX-1281;CPX-1284;CPX-1286;,6304at9989;
P12382,PFKAL_MOUSE,"ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)",reviewed,CPX-2052;CPX-2055;CPX-2056;CPX-2057;,537915at2759;
P19253,RL13A_MOUSE,Large ribosomal subunit protein uL13 (60S ribosomal protein L13a) (Transplantation antigen P198) (Tum-P198 antigen),reviewed,CPX-5262;CPX-7662;CPX-7663;,1882297at2759;
P22892,AP1G1_MOUSE,AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma-adaptin) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1),reviewed,CPX-5141;CPX-5142;CPX-5143;CPX-5144;,28053at2759;
P28033,CEBPB_MOUSE,CCAAT/enhancer-binding protein beta (C/EBP beta) (AGP/EBP) (Interleukin-6-dependent-binding protein) (IL-6DBP) (Liver-enriched transcriptional activator) (LAP),reviewed,CPX-66;CPX-68;CPX-685;,10032067at2759;
P28700,RXRA_MOUSE,Retinoic acid receptor RXR-alpha (Nuclear receptor subfamily 2 group B member 1) (Retinoid X receptor alpha),reviewed,CPX-505;CPX-5343;CPX-584;CPX-643;CPX-672;CPX-673;CPX-679;CPX-708;CPX-710;CPX-713;CPX-818;,35623at9989;
P29477,NOS2_MOUSE,"Nitric oxide synthase, inducible (EC 1.14.13.39) (Inducible NO synthase) (Inducible NOS) (iNOS) (Macrophage NOS) (MAC-NOS) (NOS type II) (Peptidyl-cysteine S-nitrosylase NOS2)",reviewed,CPX-53;,1688044at2759;
P35585,AP1M1_MOUSE,AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin),reviewed,CPX-5141;CPX-5142;CPX-5143;,10259133at2759;
P61965,WDR5_MOUSE,WD repeat-containing protein 5 (BMP2-induced 3-kb gene protein) (WD repeat-containing protein BIG-3),reviewed,CPX-1025;CPX-1029;CPX-875;,674604at2759;
P62702,RS4X_MOUSE,"Small ribosomal subunit protein eS4 (40S ribosomal protein S4, X isoform)",reviewed,CPX-5261;,1109245at2759;
P62754,RS6_MOUSE,Small ribosomal subunit protein eS6 (40S ribosomal protein S6) (Phosphoprotein NP33),reviewed,CPX-5261;,10260596at2759;
P84099,RL19_MOUSE,Large ribosomal subunit protein eL19 (60S ribosomal protein L19),reviewed,CPX-5262;CPX-7662;CPX-7663;,5407653at2759;
Q01815,CAC1C_MOUSE,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (MELC-CC) (Mouse brain class C) (MBC) (Voltage-gated calcium channel subunit alpha Cav1.2)",reviewed,CPX-3194;,431720at2759;
Q62141,SIN3B_MOUSE,Paired amphipathic helix protein Sin3b (Histone deacetylase complex subunit Sin3b) (Transcriptional corepressor Sin3b),reviewed,CPX-3444;,10265969at2759;
Q8VDN2,AT1A1_MOUSE,Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-1),reviewed,CPX-126;,3352408at2759;
Q91VD9,NDUS1_MOUSE,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)",reviewed,CPX-266;,10249365at2759;
Q99K10,NLGN1_MOUSE,Neuroligin-1,reviewed,CPX-4122;,408631at2759;
Q9JLN9,MTOR_MOUSE,Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin target protein 1) (RAPT1) (Tyrosine-protein kinase mTOR) (EC 2.7.10.2),reviewed,CPX-4472;CPX-4473;,2250022at2759;
E9Q401,RYR2_MOUSE,Ryanodine receptor 2 (RYR-2) (RyR2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor),reviewed,CPX-3137;,258495at2759;
P01101,FOS_MOUSE,Protein c-Fos (Cellular oncogene fos) (FBJ osteosarcoma oncogene) (Transcription factor AP-1 subunit c-Fos),reviewed,CPX-610;CPX-611;,5866312at2759;
P06869,UROK_MOUSE,Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B],reviewed,CPX-495;CPX-510;CPX-526;,9406323at2759;
P11214,TPA_MOUSE,Tissue-type plasminogen activator (t-PA) (t-plasminogen activator) (tPA) (EC 3.4.21.68) [Cleaved into: Tissue-type plasminogen activator chain A; Tissue-type plasminogen activator chain B],reviewed,CPX-518;,6219at9989;
P14148,RL7_MOUSE,Large ribosomal subunit protein uL30 (60S ribosomal protein L7),reviewed,CPX-5262;CPX-7662;CPX-7663;,55781at9989;
P28574,MAX_MOUSE,Protein max (Myc-associated factor X) (Myc-binding novel HLH/LZ protein) (Protein myn),reviewed,CPX-105;CPX-97;,8964853at2759;
P49615,CDK5_MOUSE,Cyclin-dependent kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Cyclin-dependent-like kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit),reviewed,CPX-3143;CPX-3144;CPX-3145;,1732493at2759;
P60670,NPL4_MOUSE,Nuclear protein localization protein 4 homolog (Protein NPL4),reviewed,CPX-136;,10251089at2759;
P60867,RS20_MOUSE,Small ribosomal subunit protein uS10 (40S ribosomal protein S20),reviewed,CPX-5261;,9612047at2759;
P62878,RBX1_MOUSE,"E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (E3 ubiquitin-protein transferase RBX1) (RING finger protein 75) (RING-box protein 1) (Rbx1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed]",reviewed,CPX-650;CPX-651;,8962942at2759;
P63073,IF4E_MOUSE,Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (mRNA cap-binding protein) (eIF-4F 25 kDa subunit),reviewed,CPX-5862;CPX-5863;CPX-5864;CPX-5865;,590761at2759;
P97287,MCL1_MOUSE,Induced myeloid leukemia cell differentiation protein Mcl-1 homolog (Bcl-2-related protein EAT/mcl1),reviewed,CPX-305;CPX-629;,8932147at2759;
Q60675,LAMA2_MOUSE,Laminin subunit alpha-2 (Laminin M chain) (Laminin-12 subunit alpha) (Laminin-2 subunit alpha) (Laminin-4 subunit alpha) (Merosin heavy chain),reviewed,CPX-3009;CPX-3011;CPX-3018;,10011303at2759;
Q60855,RIPK1_MOUSE,Receptor-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (Cell death protein RIP) (Receptor-interacting protein 1) (RIP-1),reviewed,CPX-1914;,535509at2759;
Q9WTI7,MYO1C_MOUSE,Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb),reviewed,CPX-1133 [Q9WTI7-3];,6108017at2759;
O35129,PHB2_MOUSE,Prohibitin-2 (B-cell receptor-associated protein BAP37) (Repressor of estrogen receptor activity),reviewed,CPX-5743;,275637at2759;
O88704,HCN1_MOUSE,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1 (Brain cyclic nucleotide-gated channel 1) (BCNG-1) (Hyperpolarization-activated cation channel 2) (HAC-2),reviewed,CPX-260;,421226at2759;
P17918,PCNA_MOUSE,Proliferating cell nuclear antigen (PCNA) (Cyclin),reviewed,CPX-541;,534348at2759;
P29341,PABP1_MOUSE,Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1),reviewed,CPX-1078;,19742at2759;
P35979,RL12_MOUSE,Large ribosomal subunit protein uL11 (60S ribosomal protein L12),reviewed,CPX-5262;CPX-7662;CPX-7663;,9550325at2759;
P52293,IMA1_MOUSE,Importin subunit alpha-1 (Importin alpha P1) (Karyopherin subunit alpha-2) (Pendulin) (Pore targeting complex 58 kDa subunit) (PTAC58) (RAG cohort protein 1) (SRP1-alpha),reviewed,CPX-1054;,29145at2759;
P62843,RS15_MOUSE,Small ribosomal subunit protein uS19 (40S ribosomal protein S15) (RIG protein),reviewed,CPX-5261;,10258210at2759;
P62983,RS27A_MOUSE,Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S27a)],reviewed,CPX-5261;,428577at2759;
P70365,NCOA1_MOUSE,Nuclear receptor coactivator 1 (NCoA-1) (EC 2.3.1.48) (Nuclear receptor coactivator protein 1) (mNRC-1) (Steroid receptor coactivator 1) (SRC-1),reviewed,CPX-5343;CPX-644;CPX-667;CPX-864;,10035882at2759;
Q5EG47,AAPK1_MOUSE,5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26),reviewed,CPX-5698;CPX-5849;CPX-5853;CPX-5855;CPX-5856;CPX-5860;,193931at2759;
O08734,BAK_MOUSE,Bcl-2 homologous antagonist/killer (Apoptosis regulator BAK),reviewed,CPX-2033;,6020735at2759;
O09106,HDAC1_MOUSE,Histone deacetylase 1 (HD1) (EC 3.5.1.98) (Protein deacetylase HDAC1) (EC 3.5.1.-) (Protein deacylase HDAC1) (EC 3.5.1.-),reviewed,CPX-3441;CPX-3443;CPX-3444;CPX-953;CPX-954;,1918432at2759;
